FARM_NO,,FARM_PIG_NO,,BUNMAN_SANCHA,,GYOBAE_DT,,BUNMAN_DT,,CHONGSAN,,SILSAN,,EUDUSU,,EUKG,,CHOGYOBAE,,JAE
624,,2963,,9,,20170523,,20170916,,14,,5,,0,,0,,,,5
624,,2965,,1,,20140304,,20140627,,12,,11,,11,,77,,242,,
624,,2965,,2,,20140729,,20141121,,9,,4,,7,,59.5,,,,8
624,,2965,,3,,20141224,,20150417,,6,,6,,8,,64,,,,6
624,,2965,,4,,20150628,,20151020,,12,,12,,10,,100,,,,45
624,,2965,,5,,20151123,,20160318,,7,,7,,11,,99,,,,4
624,,2965,,6,,20160801,,20161124,,11,,9,,9,,72,,,,
624,,2965,,7,,20161227,,20170422,,7,,6,,0,,0,,,,5
624,,2966,,1,,20140325,,20140719,,13,,10,,10,,60,,257,,
624,,2966,,2,,20140820,,20141214,,14,,11,,9,,67.5,,,,11
624,,2966,,3,,20150113,,20150509,,12,,12,,10,,90,,,,5
624,,2966,,4,,20150608,,20151002,,10,,10,,10,,80,,,,6
624,,2966,,5,,20151102,,20160225,,11,,11,,11,,77,,,,4
624,,2966,,6,,20160329,,20160723,,15,,11,,10,,75,,,,12
624,,2966,,7,,20170116,,20170514,,16,,15,,11,,77,,,,
624,,2966,,8,,20170613,,20171007,,9,,8,,0,,0,,,,5
624,,2968,,1,,20140325,,20140719,,14,,11,,10,,65,,244,,
624,,2968,,2,,20140818,,20141212,,18,,17,,9,,72,,,,9
624,,2968,,3,,20150318,,20150711,,16,,16,,11,,88,,,,
624,,2968,,4,,20150811,,20151204,,16,,16,,9,,63,,,,5
624,,2968,,5,,20160105,,20160430,,6,,5,,5,,30,,,,5
624,,2969,,1,,20140325,,20140719,,14,,14,,11,,77,,244,,
624,,2969,,2,,20140820,,20141214,,8,,8,,8,,60,,,,11
624,,2969,,3,,20150113,,20150509,,11,,11,,10,,90,,,,5
624,,2969,,4,,20150609,,20151001,,18,,15,,10,,80,,,,7
624,,2969,,5,,20151103,,20160226,,14,,13,,7,,70,,,,5
624,,2969,,6,,20160414,,20160806,,10,,9,,10,,90,,,,21
624,,2969,,7,,20161008,,20170201,,1,,1,,5,,40,,,,33
624,,2969,,8,,20170410,,20170804,,2,,2,,7,,49,,,,
624,,2971,,1,,20140325,,20140718,,16,,15,,10,,65,,244,,
624,,2971,,2,,20140819,,20141212,,12,,11,,10,,80,,,,10
624,,2971,,3,,20150113,,20150508,,10,,10,,9,,81,,,,5
624,,2971,,4,,20150608,,20151001,,13,,13,,10,,100,,,,6
624,,2971,,5,,20151102,,20160225,,15,,14,,10,,80,,,,4
624,,2971,,6,,20160328,,20160723,,11,,9,,8,,56,,,,4
624,,2972,,1,,20140325,,20140719,,14,,13,,0,,0,,244,,
624,,2972,,2,,20150404,,20150729,,12,,12,,10,,75,,,,
624,,2972,,3,,20150921,,20160114,,12,,12,,12,,96,,,,30
624,,2972,,4,,20160216,,20160610,,13,,13,,10,,75,,,,5
624,,37-30,,1,,20140709,,20141101,,13,,11,,11,,66,,265,,
624,,37-30,,2,,20150203,,20150529,,11,,9,,10,,90,,,,76
624,,37-30,,3,,20150630,,20151024,,11,,11,,11,,0,,,,5
624,,37-30,,4,,20151123,,20160319,,12,,12,,11,,99,,,,4
624,,37-30,,5,,20160418,,20160812,,8,,8,,11,,77,,,,4
624,,37-30,,6,,20161004,,20170129,,6,,5,,9,,67.5,,,,29
624,,37-30,,7,,20170228,,20170624,,16,,13,,11,,77,,,,5
624,,37-30,,8,,20170725,,20171119,,13,,13,,9,,63,,,,5
624,,37-30,,9,,20171219,,20180413,,8,,8,,9,,63,,,,5
624,,38-4,,1,,20140703,,20141028,,13,,13,,11,,66,,258,,
624,,38-4,,2,,20141126,,20150323,,6,,6,,10,,70,,,,7
624,,38-4,,3,,20150428,,20150821,,15,,14,,10,,80,,,,5
624,,38-4,,4,,20150922,,20160116,,12,,12,,11,,88,,,,5
624,,38-4,,5,,20160216,,20160610,,13,,13,,11,,88,,,,5
624,,38-4,,6,,20160712,,20161104,,11,,10,,13,,0,,,,5
624,,38-4,,7,,20161206,,20170401,,10,,9,,10,,70,,,,5
624,,38-4,,8,,20170502,,20170825,,12,,12,,9,,72,,,,12
624,,38-4,,9,,20170926,,20180120,,10,,10,,10,,75,,,,6
624,,38-4,,10,,20180219,,20180614,,14,,14,,11,,77,,,,7
624,,40-1,,1,,20150226,,20150622,,12,,11,,11,,77,,,,
624,,40-1,,2,,20150721,,20151113,,4,,4,,5,,37.5,,,,5
624,,40-47,,1,,20140702,,20141027,,14,,12,,11,,71.5,,255,,
624,,40-52,,1,,20140628,,20141014,,9,,9,,12,,72,,251,,
624,,40-52,,2,,20141111,,20150306,,12,,10,,11,,82.5,,,,5
624,,40-52,,3,,20150407,,20150729,,13,,11,,11,,82.5,,,,5
624,,40-52,,4,,20150902,,20151225,,8,,8,,12,,96,,,,11
624,,40-52,,5,,20160125,,20160519,,14,,14,,12,,90,,,,4
624,,40-52,,6,,20160620,,20161013,,13,,12,,10,,75,,,,4
624,,40-52,,7,,20161115,,20170310,,14,,13,,11,,88,,,,5
624,,40-52,,8,,20170410,,20170804,,10,,9,,9,,67.5,,,,4
624,,40-52,,9,,20170904,,20171228,,9,,9,,8,,60,,,,4
624,,37-76,,1,,20140706,,20141030,,8,,8,,10,,60,,261,,
624,,37-76,,2,,20141129,,20150324,,10,,10,,10,,75,,,,10
624,,37-76,,3,,20150428,,20150822,,11,,11,,9,,76.5,,,,10
624,,37-76,,4,,20150923,,20160117,,17,,16,,12,,84,,,,6
624,,37-76,,5,,20160216,,20160610,,17,,17,,11,,77,,,,5
624,,37-76,,6,,20160712,,20161104,,7,,7,,7,,56,,,,5
624,,37-76,,7,,20161205,,20170401,,17,,17,,9,,67.5,,,,4
624,,37-76,,8,,20170502,,20170825,,18,,11,,9,,72,,,,5
624,,37-76,,9,,20170925,,20180120,,14,,13,,7,,56,,,,5
624,,37-76,,10,,20180220,,20180616,,13,,10,,7,,52.5,,,,5
624,,37-76,,11,,20180828,,20181221,,16,,15,,5,,40,,,,47
624,,38-86,,1,,20141110,,20150306,,13,,11,,11,,88,,,,
624,,38-86,,2,,20150811,,20151203,,14,,13,,11,,88,,,,
624,,38-86,,3,,20160201,,20160526,,14,,12,,12,,90,,,,
624,,38-86,,4,,20160625,,20161018,,5,,5,,9,,72,,,,9
624,,38-86,,5,,20170118,,20170515,,12,,11,,11,,77,,,,69
624,,38-86,,6,,20170725,,20171114,,16,,15,,11,,88,,,,
624,,38-86,,7,,20180604,,20180929,,12,,12,,11,,0,,,,172
624,,40-34,,1,,20140616,,20141010,,12,,12,,10,,70,,240,,
624,,40-34,,2,,20141112,,20150308,,12,,12,,11,,77,,,,6
624,,40-34,,3,,20150409,,20150803,,12,,12,,10,,70,,,,7
624,,40-34,,4,,20150901,,20151226,,10,,10,,10,,80,,,,5
624,,40-34,,5,,20160125,,20160520,,7,,3,,9,,72,,,,4
624,,40-34,,6,,20160620,,20161014,,12,,12,,10,,75,,,,4
624,,40-34,,7,,20161115,,20170310,,12,,12,,10,,75,,,,5
624,,40-34,,8,,20170410,,20170802,,13,,12,,10,,80,,,,4
624,,40-34,,9,,20170904,,20171231,,14,,13,,10,,85,,,,4
624,,40-34,,10,,20180130,,20180525,,16,,15,,10,,70,,,,5
624,,40-34,,11,,20180625,,20181018,,12,,10,,6,,48,,,,4
624,,40-34,,12,,20190330,,20190724,,7,,7,,10,,70,,,,
624,,40-34,,13,,20190911,,20200107,,7,,7,,8,,0,,,,
624,,40-34,,14,,20200205,,20200530,,5,,4,,0,,0,,,,6
624,,40-83,,1,,20140619,,20141013,,11,,11,,10,,60,,241,,
624,,40-83,,2,,20141111,,20150307,,16,,16,,11,,77,,,,5
624,,40-83,,3,,20150407,,20150730,,12,,12,,9,,67.5,,,,5
624,,40-83,,4,,20150901,,20151226,,15,,15,,11,,77,,,,10
624,,40-83,,5,,20160126,,20160520,,11,,10,,10,,75,,,,5
624,,40-83,,6,,20160620,,20161013,,15,,14,,10,,70,,,,4
624,,57-45,,1,,20150904,,20151228,,12,,12,,11,,77,,,,
624,,57-45,,2,,20160126,,20160520,,16,,16,,11,,82.5,,,,5
624,,57-45,,3,,20160621,,20161014,,9,,8,,11,,82.5,,,,5
624,,57-45,,4,,20161115,,20170310,,16,,16,,11,,77,,,,5
624,,57-45,,5,,20170411,,20170804,,13,,12,,10,,80,,,,5
624,,57-45,,6,,20170905,,20171229,,9,,9,,9,,72,,,,5
624,,57-45,,7,,20180130,,20180528,,4,,2,,9,,63,,,,5
624,,57-45,,8,,20180626,,20181021,,5,,5,,9,,63,,,,5
624,,57-48,,1,,20150109,,20150506,,13,,12,,10,,70,,246,,
624,,57-48,,2,,20150608,,20151002,,7,,7,,7,,56,,,,6
624,,57-48,,3,,20151102,,20160226,,13,,13,,5,,37.5,,,,4
624,,57-48,,4,,20160406,,20160730,,17,,17,,12,,96,,,,13
624,,57-48,,5,,20160913,,20170107,,14,,14,,10,,70,,,,8
624,,57-48,,6,,20170301,,20170624,,10,,9,,10,,70,,,,27
624,,57-48,,7,,20170724,,20171117,,13,,12,,11,,77,,,,4
624,,57-48,,8,,20180130,,20180528,,2,,0,,9,,63,,,,47
624,,57-48,,9,,20180625,,20181022,,8,,8,,6,,48,,,,4
624,,57-65,,1,,20150108,,20150502,,7,,7,,7,,70,,244,,
624,,57-65,,2,,20150903,,20151227,,12,,12,,11,,77,,,,
624,,57-65,,3,,20160126,,20160519,,12,,12,,12,,96,,,,5
624,,57-65,,4,,20160622,,20161015,,13,,11,,11,,77,,,,6
624,,57-65,,5,,20170320,,20170713,,5,,5,,8,,64,,,,
624,,57-65,,6,,20170814,,20171206,,6,,6,,7,,56,,,,4
624,,57-65,,7,,20180108,,20180504,,6,,6,,9,,67.5,,,,4
624,,57-65,,8,,20180605,,20180928,,16,,12,,10,,0,,,,5
624,,57-67,,1,,20150111,,20150508,,12,,11,,10,,70,,247,,
624,,57-67,,2,,20150608,,20151002,,11,,9,,9,,67.5,,,,6
624,,58-01,,1,,20150608,,20150930,,13,,11,,10,,75,,,,
624,,58-01,,2,,20151103,,20160224,,13,,13,,10,,80,,,,5
624,,58-01,,3,,20160803,,20161125,,13,,12,,10,,75,,,,
624,,58-11,,1,,20150315,,20150708,,12,,11,,10,,85,,,,
624,,58-11,,2,,20150810,,20151205,,6,,6,,10,,70,,,,4
624,,58-11,,3,,20160403,,20160727,,11,,11,,6,,42,,,,
624,,58-11,,4,,20160821,,20161218,,6,,6,,8,,56,,,,4
624,,58-11,,5,,20170206,,20170603,,16,,13,,9,,63,,,,14
624,,58-11,,6,,20170704,,20171029,,11,,10,,6,,42,,,,5
624,,58-11,,7,,20171128,,20180323,,6,,6,,10,,70,,,,5
624,,58-11,,8,,20180424,,20180816,,11,,10,,9,,63,,,,5
624,,58-11,,9,,20180917,,20190110,,5,,5,,7,,0,,,,4
624,,58-11,,10,,20190429,,20190821,,9,,6,,10,,70,,,,
624,,58-28,,1,,20150107,,20150430,,11,,11,,9,,76.5,,243,,
624,,58-28,,2,,20150610,,20150929,,11,,7,,4,,32,,,,8
624,,58-28,,3,,20151103,,20160225,,15,,15,,10,,75,,,,5
624,,58-28,,4,,20160328,,20160721,,8,,7,,6,,42,,,,4
624,,58-28,,5,,20160822,,20161215,,10,,10,,8,,64,,,,5
624,,58-28,,6,,20170116,,20170512,,10,,9,,9,,63,,,,6
624,,58-28,,7,,20170613,,20171007,,9,,5,,9,,67.5,,,,5
624,,58-56,,1,,20150111,,20150505,,12,,12,,10,,75,,245,,
624,,12-35,,1,,20150809,,20151203,,13,,12,,11,,77,,368,,
624,,12-35,,2,,20160401,,20160721,,11,,11,,9,,67.5,,,,
624,,12-35,,3,,20160822,,20161214,,14,,13,,10,,80,,,,5
624,,12-35,,4,,20170616,,20171009,,10,,7,,5,,37.5,,,,
624,,15-20,,1,,20150407,,20150730,,14,,14,,10,,65,,240,,
624,,15-20,,2,,20151013,,20160205,,11,,11,,11,,77,,,,
624,,16-07,,1,,20150405,,20150729,,13,,11,,10,,70,,235,,
624,,16-07,,2,,20151030,,20160223,,12,,12,,11,,88,,,,
624,,16-07,,3,,20160328,,20160720,,12,,11,,12,,84,,,,4
624,,16-07,,4,,20170206,,20170602,,13,,13,,12,,84,,,,
624,,16-07,,5,,20170703,,20171028,,9,,9,,9,,67.5,,,,4
624,,17-04,,1,,20150405,,20150802,,12,,12,,10,,60,,235,,
624,,17-04,,2,,20160122,,20160518,,14,,13,,10,,80,,,,
624,,13-03,,1,,20150412,,20150819,,15,,14,,11,,77,,249,,
624,,13-03,,2,,20150922,,20160116,,12,,12,,12,,84,,,,5
624,,13-03,,3,,20160216,,20160610,,15,,15,,11,,77,,,,5
624,,13-03,,4,,20160711,,20161103,,16,,16,,8,,60,,,,10
624,,13-03,,5,,20161206,,20170331,,16,,15,,8,,52,,,,5
624,,13-03,,6,,20170502,,20170825,,7,,7,,7,,56,,,,5
624,,13-03,,7,,20170925,,20180119,,13,,11,,6,,39,,,,5
624,,13-03,,8,,20180219,,20180614,,16,,16,,9,,63,,,,4
624,,13-03,,9,,20180716,,20181109,,12,,12,,9,,0,,,,4
624,,13-03,,10,,20181210,,20190405,,16,,14,,0,,0,,,,4
624,,15-80,,1,,20150407,,20150805,,12,,11,,9,,54,,237,,
624,,15-80,,2,,20150924,,20160118,,19,,19,,11,,82.5,,,,28
624,,15-80,,3,,20160216,,20160610,,16,,13,,10,,70,,,,5
624,,15-80,,4,,20160711,,20161103,,15,,15,,10,,75,,,,4
624,,15-80,,5,,20161206,,20170401,,6,,6,,10,,70,,,,5
624,,15-80,,6,,20170501,,20170825,,9,,5,,9,,67.5,,,,4
624,,15-80,,7,,20170925,,20180120,,10,,10,,10,,80,,,,5
624,,21-34,,1,,20150403,,20150727,,17,,14,,10,,75,,226,,
624,,21-34,,2,,20150902,,20151225,,17,,17,,12,,90,,,,11
624,,21-34,,3,,20160125,,20160525,,13,,13,,11,,82.5,,,,4
624,,21-34,,4,,20160620,,20161013,,18,,17,,12,,84,,,,4
624,,21-34,,5,,20161115,,20170310,,13,,13,,10,,75,,,,8
624,,21-34,,6,,20170411,,20170804,,5,,5,,9,,81,,,,5
624,,21-34,,7,,20170904,,20171229,,12,,12,,10,,80,,,,4
624,,21-34,,8,,20180130,,20180525,,16,,15,,10,,70,,,,5
624,,21-34,,9,,20180626,,20181018,,15,,12,,10,,70,,,,5
624,,21-34,,10,,20181120,,20190315,,8,,7,,7,,49,,,,5
624,,03-44,,1,,20150922,,20160117,,13,,13,,11,,82.5,,249,,
624,,03-44,,2,,20160215,,20160609,,4,,4,,11,,77,,,,4
624,,03-44,,3,,20160712,,20161104,,9,,9,,10,,90,,,,5
624,,06-42,,1,,20150922,,20160116,,7,,7,,12,,90,,250,,
624,,06-42,,2,,20160413,,20160806,,13,,13,,10,,90,,,,62
624,,06-42,,3,,20160913,,20170106,,14,,14,,9,,81,,,,8
624,,06-42,,4,,20170207,,20170602,,16,,15,,11,,77,,,,5
624,,06-42,,5,,20170703,,20171027,,15,,15,,8,,56,,,,4
624,,06-42,,6,,20171127,,20180322,,18,,13,,6,,42,,,,4
624,,06-42,,7,,20180424,,20180817,,13,,12,,10,,70,,,,5
624,,06-55,,1,,20150922,,20160114,,10,,10,,10,,80,,249,,
624,,06-55,,2,,20160216,,20160610,,12,,12,,12,,60,,,,5
624,,05-44,,1,,20150922,,20160116,,9,,9,,12,,90,,250,,
624,,05-44,,2,,20160215,,20160607,,7,,7,,10,,85,,,,4
624,,05-44,,3,,20160707,,20161031,,10,,8,,8,,80,,,,6
624,,05-44,,4,,20161206,,20170330,,13,,10,,10,,70,,,,5
624,,05-44,,5,,20170503,,20170827,,13,,4,,9,,72,,,,13
624,,05-44,,6,,20170925,,20180118,,12,,8,,10,,75,,,,5
624,,05-67,,1,,20150922,,20160123,,13,,13,,12,,72,,253,,
624,,05-67,,2,,20160215,,20160609,,9,,9,,7,,56,,,,4
624,,05-67,,3,,20160711,,20161031,,14,,14,,10,,85,,,,4
624,,05-67,,4,,20161225,,20170417,,13,,12,,0,,0,,,,24
624,,003-031A,,1,,20151029,,20160221,,11,,11,,9,,90,,287,,
624,,006-071,,1,,20160209,,20160603,,10,,10,,11,,77,,249,,
624,,006-071,,2,,20160802,,20161125,,10,,10,,10,,80,,,,32
624,,006-071,,3,,20161228,,20170423,,11,,8,,10,,70,,,,6
624,,006-071,,4,,20170830,,20171229,,5,,5,,8,,64,,,,
624,,006-071,,5,,20180628,,20181024,,4,,4,,9,,63,,,,
624,,008-022,,1,,20160209,,20160603,,13,,11,,11,,77,,244,,
624,,008-022,,2,,20160711,,20161104,,15,,13,,10,,75,,,,10
624,,008-022,,3,,20161206,,20170402,,12,,9,,10,,80,,,,5
624,,008-022,,4,,20170502,,20170825,,11,,5,,0,,0,,,,5
624,,008-022,,5,,20170905,,20171229,,11,,9,,9,,72,,,,8
624,,008-022,,6,,20180221,,20180616,,11,,8,,9,,63,,,,27
624,,008-022,,7,,20180716,,20181109,,13,,10,,9,,0,,,,4
624,,008-022,,8,,20181210,,20190405,,13,,10,,11,,77,,,,4
624,,011-058,,1,,20160204,,20160528,,16,,14,,11,,82.5,,231,,
624,,011-058,,2,,20170621,,20171015,,11,,6,,8,,68,,,,
624,,011-058,,3,,20171127,,20180323,,13,,11,,9,,63,,,,4
624,,012-028,,1,,20160523,,20160914,,12,,10,,8,,96,,,,
624,,012-052,,1,,20160614,,20161006,,16,,3,,2,,10,,,,
624,,012-052,,2,,20170707,,20171029,,3,,2,,7,,56,,,,
624,,012-052,,3,,20180110,,20180509,,9,,9,,10,,75,,,,
624,,012-052,,4,,20180605,,20180927,,9,,9,,7,,49,,,,5
624,,012-052,,5,,20181030,,20190221,,12,,12,,10,,0,,,,5
624,,012-052,,6,,20190419,,20190927,,16,,14,,12,,0,,,,37
624,,013-067,,1,,20160305,,20160630,,9,,9,,12,,78,,254,,
624,,007-070,,1,,20160204,,20160528,,13,,8,,7,,49,,239,,
624,,007-070,,2,,20160707,,20161031,,16,,16,,7,,49,,,,6
624,,007-070,,3,,20161205,,20170401,,11,,11,,8,,52,,,,4
624,,007-070,,4,,20170502,,20170825,,18,,15,,8,,56,,,,5
624,,007-070,,5,,20170925,,20180118,,17,,17,,7,,49,,,,5
624,,011-054,,1,,20160212,,20160605,,13,,13,,12,,72,,239,,
624,,011-054,,2,,20160710,,20161102,,17,,16,,10,,75,,,,9
624,,011-054,,3,,20161205,,20170331,,17,,8,,10,,70,,,,4
624,,011-054,,4,,20170501,,20170824,,15,,11,,10,,80,,,,4
624,,011-054,,5,,20170925,,20180118,,15,,11,,8,,68,,,,5
624,,011-054,,6,,20180306,,20180629,,8,,6,,6,,60,,,,19
624,,011-086,,1,,20160223,,20160618,,17,,17,,13,,84.5,,250,,
624,,011-086,,2,,20170219,,20170616,,19,,17,,10,,65,,,,
624,,011-086,,3,,20170724,,20171117,,19,,12,,11,,77,,,,7
624,,011-086,,4,,20171218,,20180413,,17,,14,,10,,70,,,,4
624,,011-086,,5,,20180515,,20180907,,14,,12,,11,,77,,,,5
624,,011-086,,6,,20181008,,20190202,,18,,13,,10,,0,,,,4
624,,011-086,,7,,20190305,,20190628,,20,,16,,11,,77,,,,5
624,,011-086,,8,,20190729,,20191123,,9,,8,,11,,0,,,,4
624,,011-086,,9,,20191223,,20200417,,21,,9,,11,,0,,,,4
624,,011-086,,10,,20200518,,20200910,,12,,11,,12,,0,,,,4
624,,011-086,,11,,20201012,,20210205,,9,,4,,9,,0,,,,4
624,,012-045,,1,,20160308,,20160702,,16,,12,,10,,60,,260,,
624,,012-045,,2,,20160802,,20161124,,16,,13,,10,,70,,,,5
624,,012-045,,3,,20161227,,20170421,,8,,8,,9,,63,,,,5
624,,012-045,,4,,20171127,,20180323,,18,,15,,6,,36,,,,
624,,012-085,,1,,20160401,,20160726,,15,,15,,12,,84,,282,,
624,,012-085,,2,,20170207,,20170603,,16,,16,,11,,77,,,,
624,,013-065,,1,,20160205,,20160530,,15,,15,,10,,70,,225,,
624,,013-065,,2,,20160716,,20161104,,12,,11,,11,,93.5,,,,15
624,,013-065,,3,,20170110,,20170430,,9,,9,,9,,63,,,,
624,,013-065,,4,,20170612,,20171006,,17,,16,,10,,80,,,,17
624,,013-065,,5,,20180828,,20181223,,4,,3,,4,,28,,,,
624,,013-065,,6,,20190122,,20190517,,5,,5,,6,,42,,,,5
624,,027-026,,1,,20160625,,20161017,,11,,11,,10,,80,,320,,
624,,027-026,,2,,20161115,,20170309,,11,,11,,8,,72,,,,5
624,,027-026,,3,,20170411,,20170803,,17,,14,,10,,80,,,,5
624,,027-026,,4,,20170904,,20171229,,10,,10,,10,,90,,,,4
624,,030-032,,1,,20161002,,20170122,,15,,15,,6,,45,,,,
624,,030-032,,2,,20170702,,20171025,,11,,11,,9,,72,,,,
624,,030-032,,3,,20171128,,20180322,,15,,14,,11,,82.5,,,,5
624,,030-032,,4,,20180515,,20180904,,11,,10,,8,,56,,,,
624,,030-032,,5,,20181008,,20190131,,13,,12,,10,,0,,,,4
624,,030-032,,6,,20190304,,20190626,,10,,10,,10,,70,,,,4
624,,030-052,,1,,20160514,,20160906,,7,,7,,12,,78,,271,,
624,,030-052,,2,,20161004,,20170129,,9,,9,,9,,63,,,,5
624,,030-052,,3,,20170722,,20171110,,10,,5,,5,,37.5,,,,
624,,030-052,,4,,20180415,,20180808,,11,,11,,8,,56,,,,
624,,031-027,,1,,20160615,,20161007,,12,,12,,10,,75,,302,,
624,,031-027,,2,,20161115,,20170309,,13,,11,,10,,80,,,,8
624,,031-027,,3,,20170411,,20170802,,14,,13,,10,,80,,,,5
624,,031-027,,4,,20170904,,20171228,,16,,15,,9,,72,,,,4
624,,031-027,,5,,20180129,,20180525,,4,,4,,8,,56,,,,4
624,,031-027,,6,,20180626,,20181017,,17,,14,,11,,77,,,,5
624,,031-027,,7,,20181120,,20190315,,8,,6,,9,,63,,,,5
624,,031-027,,8,,20190416,,20190809,,7,,6,,9,,63,,,,5
624,,032-018,,1,,20160421,,20160813,,11,,11,,10,,80,,244,,
624,,032-018,,2,,20160912,,20170107,,7,,7,,10,,80,,,,7
624,,032-018,,3,,20170207,,20170603,,14,,14,,10,,70,,,,5
624,,032-018,,4,,20170708,,20171028,,7,,7,,10,,75,,,,14
624,,032-018,,5,,20171127,,20180323,,13,,13,,13,,91,,,,4
624,,032-018,,6,,20180423,,20180817,,20,,17,,11,,77,,,,4
624,,032-018,,7,,20180917,,20190112,,7,,7,,8,,0,,,,4
624,,032-018,,8,,20190211,,20190608,,15,,11,,11,,77,,,,4
624,,034-086,,1,,20160914,,20170107,,10,,10,,12,,90,,,,
624,,034-086,,2,,20170207,,20170603,,8,,7,,10,,70,,,,5
624,,034-086,,3,,20170724,,20171116,,14,,13,,12,,90,,,,4
624,,034-086,,4,,20171218,,20180414,,5,,2,,10,,70,,,,4
624,,034-086,,5,,20180515,,20180907,,6,,6,,6,,42,,,,5
624,,028-086,,1,,20160602,,20160922,,14,,9,,12,,78,,293,,
624,,028-086,,2,,20170219,,20170614,,10,,10,,10,,70,,,,
624,,028-086,,3,,20170724,,20171115,,14,,13,,9,,63,,,,13
624,,028-086,,4,,20171219,,20180413,,9,,9,,10,,70,,,,5
624,,028-086,,5,,20180515,,20180905,,11,,9,,9,,63,,,,5
624,,030-050,,1,,20160607,,20161001,,12,,12,,12,,72,,295,,
624,,031-014,,1,,20160421,,20160815,,6,,6,,9,,63,,247,,
624,,031-014,,2,,20170109,,20170503,,12,,12,,10,,70,,,,
624,,031-014,,3,,20170612,,20171003,,16,,13,,10,,80,,,,17
624,,031-014,,4,,20171017,,20180303,,8,,6,,7,,56,,,,-11
624,,031-014,,5,,20180403,,20180726,,10,,4,,0,,0,,,,5
624,,032-006,,1,,20160420,,20160812,,14,,11,,11,,82.5,,243,,
624,,032-022,,1,,20170101,,20170427,,9,,7,,10,,70,,,,
624,,032-022,,2,,20170613,,20171007,,14,,11,,9,,67.5,,,,18
624,,032-022,,3,,20171107,,20180303,,13,,11,,10,,70,,,,5
624,,032-022,,4,,20180403,,20180726,,11,,11,,8,,56,,,,5
624,,032-022,,5,,20180827,,20181224,,14,,12,,9,,63,,,,4
624,,032-088,,1,,20160913,,20170107,,12,,12,,10,,77,,,,
624,,032-088,,2,,20170617,,20171012,,15,,7,,4,,32,,,,
624,,033-047,,1,,20160604,,20160929,,10,,10,,10,,60,,282,,
624,,033-047,,2,,20170511,,20170906,,10,,9,,9,,63,,,,
624,,033-045,,1,,20160421,,20160815,,15,,3,,7,,42,,239,,
624,,033-045,,2,,20160912,,20170107,,12,,12,,10,,60,,,,7
624,,033-045,,3,,20170206,,20170603,,7,,7,,10,,70,,,,13
624,,033-045,,4,,20170703,,20171028,,11,,11,,8,,60,,,,4
624,,033-045,,5,,20171127,,20180323,,13,,13,,11,,77,,,,4
624,,033-045,,6,,20180423,,20180818,,7,,7,,10,,70,,,,4
624,,033-045,,7,,20180918,,20190114,,5,,3,,7,,0,,,,5
624,,033-045,,8,,20190211,,20190609,,3,,2,,6,,42,,,,4
624,,033-045,,9,,20190708,,20191102,,5,,3,,10,,0,,,,4
624,,083-055,,1,,20160929,,20170128,,13,,12,,9,,58.5,,280,,
624,,083-055,,2,,20170228,,20170623,,8,,8,,11,,66,,,,5
624,,086-018,,1,,20160929,,20170124,,14,,12,,11,,77,,275,,
624,,086-018,,2,,20170625,,20171020,,11,,9,,7,,70,,,,
624,,086-018,,3,,20171127,,20180322,,19,,19,,9,,67.5,,,,4
624,,086-018,,4,,20180424,,20180817,,17,,17,,9,,63,,,,5
624,,086-018,,5,,20180918,,20190111,,14,,12,,10,,0,,,,5
624,,086-018,,6,,20190211,,20190608,,15,,13,,11,,77,,,,4
624,,086-018,,7,,20190729,,20191122,,9,,8,,11,,0,,,,
624,,086-018,,8,,20191223,,20200418,,17,,10,,10,,0,,,,4
624,,086-018,,9,,20200522,,20200914,,16,,14,,12,,0,,,,8
624,,086-018,,10,,20201013,,20210205,,16,,14,,9,,0,,,,5
624,,086-055,,1,,20160929,,20170127,,6,,6,,9,,63,,274,,
624,,086-055,,2,,20170624,,20171017,,12,,12,,11,,0,,,,
624,,086-055,,3,,20171127,,20180326,,14,,11,,11,,77,,,,4
624,,086-055,,4,,20180424,,20180819,,7,,6,,11,,77,,,,5
624,,086-055,,5,,20180918,,20190113,,9,,7,,7,,0,,,,5
624,,086-055,,6,,20190211,,20190609,,9,,6,,9,,63,,,,4
624,,086-055,,7,,20190708,,20191102,,16,,10,,9,,0,,,,4
624,,086-055,,8,,20191204,,20200329,,8,,7,,11,,0,,,,6
624,,086-055,,9,,20200428,,20200821,,14,,9,,9,,0,,,,5
624,,086-055,,10,,20200922,,20210113,,13,,13,,11,,0,,,,5
624,,086-055,,11,,20210329,,20210721,,4,,4,,10,,0,,,,46
624,,087-025,,1,,20160929,,20170126,,12,,12,,10,,65,,273,,
624,,087-025,,2,,20170228,,20170623,,13,,13,,11,,77,,,,13
624,,087-025,,3,,20180515,,20180909,,6,,6,,6,,42,,,,
624,,087-025,,4,,20181010,,20190205,,9,,9,,10,,0,,,,6
624,,087-025,,5,,20190416,,20190812,,14,,13,,9,,63,,,,
624,,087-025,,6,,20190910,,20200107,,11,,10,,9,,0,,,,5
624,,087-025,,7,,20200203,,20200530,,11,,10,,10,,0,,,,4
624,,087-025,,8,,20200710,,20201105,,18,,15,,12,,0,,,,15
624,,087-025,,9,,20201214,,20210411,,10,,10,,10,,0,,,,4
624,,087-025,,10,,20210510,,20210901,,12,,12,,10,,0,,,,4
624,,087-025,,11,,20211025,,20220216,,9,,9,,11,,0,,,,5
