FARM_NO,,FARM_PIG_NO,,BUNMAN_SANCHA,,GYOBAE_DT,,BUNMAN_DT,,CHONGSAN,,SILSAN,,EUDUSU,,EUKG,,CHOGYOBAE,,JAE
624,,057-063,,6,,20210913,,20220105,,14,,13,,10,,0,,,,4
624,,061-024,,1,,20200904,,20201228,,11,,10,,7,,0,,293,,
624,,061-024,,2,,20210125,,20210521,,11,,11,,11,,0,,,,4
624,,061-024,,3,,20210621,,20211013,,19,,16,,8,,0,,,,4
624,,061-024,,4,,20211115,,20220310,,8,,6,,10,,0,,,,4
624,,061-050,,1,,20200901,,20201225,,15,,14,,11,,0,,290,,
624,,061-050,,2,,20210125,,20210520,,15,,15,,11,,0,,,,4
624,,061-050,,3,,20210620,,20211012,,10,,10,,12,,0,,,,3
624,,061-050,,4,,20211115,,20220309,,15,,13,,10,,0,,,,4
624,,062-018,,1,,20200803,,20201126,,12,,7,,9,,0,,258,,
624,,062-018,,2,,20210209,,20210603,,4,,4,,11,,0,,,,50
624,,062-018,,3,,20210712,,20211103,,19,,15,,12,,0,,,,4
624,,062-018,,4,,20211207,,20220401,,13,,12,,13,,0,,,,5
624,,062-023,,1,,20200925,,20210118,,16,,15,,8,,0,,311,,
624,,062-023,,2,,20210216,,20210610,,17,,17,,10,,0,,,,5
624,,062-023,,3,,20210712,,20211104,,10,,10,,10,,0,,,,4
624,,062-023,,4,,20211206,,20220331,,21,,18,,14,,0,,,,4
624,,062-067,,1,,20200824,,20201217,,16,,15,,10,,0,,276,,
624,,062-067,,2,,20210126,,20210520,,19,,15,,11,,0,,,,9
624,,062-067,,3,,20210621,,20211013,,19,,17,,10,,0,,,,4
624,,062-067,,4,,20211115,,20220310,,17,,17,,10,,0,,,,4
624,,062-071,,1,,20200809,,20201130,,9,,8,,8,,0,,261,,
624,,062-071,,2,,20210105,,20210429,,16,,11,,11,,0,,,,5
624,,062-071,,3,,20210531,,20210922,,18,,18,,12,,0,,,,4
624,,062-071,,4,,20211025,,20220216,,17,,17,,11,,0,,,,4
624,,063-015,,1,,20200911,,20210103,,12,,10,,8,,0,,293,,
624,,063-015,,2,,20210221,,20210615,,18,,15,,12,,0,,,,10
624,,063-015,,3,,20210712,,20211104,,17,,15,,12,,0,,,,4
624,,063-015,,4,,20211206,,20220331,,22,,17,,13,,0,,,,4
624,,063-041,,1,,20200825,,20201218,,5,,5,,9,,0,,277,,
624,,063-041,,2,,20210127,,20210520,,12,,11,,13,,0,,,,10
624,,063-041,,3,,20210621,,20211013,,10,,10,,10,,0,,,,4
624,,063-041,,4,,20211115,,20220307,,17,,15,,10,,0,,,,4
624,,063-064,,1,,20200901,,20201225,,18,,16,,12,,0,,283,,
624,,063-064,,2,,20210219,,20210613,,8,,7,,11,,0,,,,
624,,063-064,,3,,20210712,,20211104,,14,,14,,12,,0,,,,4
624,,063-064,,4,,20211206,,20220401,,16,,13,,12,,0,,,,4
624,,064-047,,1,,20200924,,20210118,,17,,15,,12,,0,,301,,
624,,064-047,,2,,20210215,,20210602,,19,,19,,3,,0,,,,4
624,,064-047,,3,,20210712,,20211103,,21,,19,,13,,0,,,,4
624,,064-047,,4,,20211229,,20220422,,20,,18,,13,,0,,,,27
624,,064-054,,1,,20200904,,20201228,,17,,17,,11,,0,,280,,
624,,064-054,,2,,20210125,,20210520,,13,,12,,12,,0,,,,4
624,,064-054,,3,,20210623,,20211015,,19,,15,,11,,0,,,,6
624,,064-054,,4,,20211116,,20220310,,15,,12,,8,,0,,,,5
624,,064-068,,1,,20200803,,20201127,,16,,15,,10,,0,,248,,
624,,064-068,,2,,20210304,,20210624,,17,,12,,13,,0,,,,
624,,064-068,,3,,20210810,,20211202,,17,,13,,9,,0,,,,12
624,,064-068,,4,,20220118,,20220513,,21,,14,,11,,0,,,,26
624,,026-077,,1,,20210205,,20210530,,14,,14,,12,,0,,265,,
624,,026-077,,2,,20210712,,20211104,,8,,8,,12,,0,,,,4
624,,026-077,,3,,20211206,,20220331,,18,,17,,13,,0,,,,4
624,,028-008,,1,,20210530,,20210923,,9,,9,,14,,0,,,,
624,,028-008,,2,,20211026,,20220217,,18,,18,,13,,0,,,,5
624,,028-030,,1,,20210208,,20210602,,14,,14,,10,,0,,264,,
624,,028-030,,2,,20210713,,20211104,,5,,4,,10,,0,,,,15
624,,028-030,,3,,20211207,,20220401,,13,,13,,12,,0,,,,5
624,,028-053,,1,,20210326,,20210731,,17,,16,,11,,0,,,,
624,,028-053,,2,,20210914,,20220106,,22,,18,,13,,0,,,,19
624,,030-017,,1,,20210206,,20210531,,14,,13,,9,,0,,258,,
624,,030-017,,2,,20210713,,20211104,,16,,14,,12,,0,,,,15
624,,030-017,,3,,20211207,,20220401,,18,,16,,12,,0,,,,5
624,,027-064,,1,,20210601,,20210923,,13,,11,,14,,0,,,,
624,,027-064,,2,,20211026,,20220217,,13,,8,,12,,0,,,,5
624,,028-027,,1,,20210511,,20210901,,17,,13,,7,,0,,,,
624,,028-027,,2,,20211004,,20220127,,14,,13,,10,,0,,,,4
624,,028-057,,1,,20210323,,20210715,,16,,15,,12,,0,,305,,
624,,028-057,,2,,20211005,,20220127,,15,,14,,9,,0,,,,
624,,030-028,,1,,20210312,,20210704,,8,,8,,11,,0,,,,
624,,030-028,,2,,20210802,,20211124,,18,,18,,10,,0,,,,4
624,,030-028,,3,,20220118,,20220512,,10,,8,,12,,0,,,,
624,,038-017,,1,,20210306,,20210629,,9,,9,,10,,0,,261,,
624,,038-017,,2,,20210802,,20211124,,5,,5,,11,,0,,,,4
624,,038-017,,3,,20211227,,20220421,,12,,12,,13,,0,,,,4
624,,040-068,,1,,20210302,,20210625,,11,,4,,8,,0,,252,,
624,,040-068,,2,,20210822,,20211216,,6,,6,,10,,0,,,,
624,,040-068,,3,,20220118,,20220513,,17,,15,,11,,0,,,,5
624,,041-032,,1,,20210322,,20210714,,16,,16,,10,,0,,,,
624,,041-032,,2,,20210823,,20211215,,15,,15,,11,,0,,,,4
624,,041-032,,3,,20220117,,20220512,,17,,16,,9,,0,,,,4
624,,042-016,,1,,20210309,,20210702,,12,,10,,6,,0,,250,,
624,,042-016,,2,,20210911,,20220103,,15,,15,,12,,0,,,,
624,,042-051,,1,,20210306,,20210628,,14,,11,,9,,0,,249,,
624,,042-051,,2,,20210803,,20211125,,10,,10,,10,,0,,,,5
624,,042-051,,3,,20211227,,20220421,,13,,12,,12,,0,,,,4
624,,S040-054,,1,,20210306,,20210629,,7,,7,,11,,0,,257,,
624,,S040-054,,2,,20210802,,20211124,,7,,7,,10,,0,,,,4
624,,S040-054,,3,,20211227,,20220421,,13,,13,,13,,0,,,,4
624,,041-006,,1,,20210308,,20210629,,9,,9,,10,,0,,254,,
624,,041-006,,2,,20210803,,20211125,,14,,14,,10,,0,,,,5
624,,041-006,,3,,20211228,,20220421,,18,,14,,13,,0,,,,5
624,,041-087,,1,,20210306,,20210629,,14,,14,,10,,0,,248,,
624,,041-087,,2,,20210801,,20211123,,14,,14,,10,,0,,,,6
624,,041-087,,3,,20211227,,20220421,,15,,14,,13,,0,,,,4
624,,042-050,,1,,20210304,,20210628,,12,,11,,10,,0,,247,,
624,,042-050,,2,,20210802,,20211124,,12,,12,,9,,0,,,,4
624,,042-050,,3,,20211227,,20220421,,14,,14,,13,,0,,,,4
624,,042-041,,1,,20210306,,20210630,,2,,2,,8,,0,,249,,
624,,042-041,,2,,20210802,,20211124,,2,,2,,11,,0,,,,4
624,,042-041,,3,,20211228,,20220421,,16,,15,,13,,0,,,,5
624,,051-010,,1,,20210322,,20210714,,14,,13,,12,,0,,229,,
624,,051-010,,2,,20210823,,20211215,,13,,12,,11,,0,,,,4
624,,051-010,,3,,20220117,,20220512,,20,,12,,12,,0,,,,4
624,,051-052,,1,,20210322,,20210714,,13,,13,,12,,0,,229,,
624,,051-052,,2,,20210824,,20211215,,16,,16,,11,,0,,,,5
624,,051-052,,3,,20220117,,20220512,,18,,16,,12,,0,,,,4
624,,052-005,,1,,20210911,,20220103,,17,,17,,12,,0,,,,
624,,053-051,,1,,20210510,,20210901,,2,,2,,8,,0,,273,,
624,,053-051,,2,,20211005,,20220127,,12,,12,,12,,0,,,,5
624,,054-008,,1,,20210510,,20210901,,7,,7,,8,,0,,271,,
624,,054-008,,2,,20211005,,20220127,,15,,15,,12,,0,,,,5
624,,051-040,,1,,20210511,,20210901,,9,,9,,12,,0,,,,
624,,051-040,,2,,20211005,,20220127,,6,,5,,11,,0,,,,5
624,,051-057,,1,,20210322,,20210714,,16,,13,,9,,0,,229,,
624,,051-057,,2,,20210824,,20211216,,15,,12,,11,,0,,,,5
624,,051-057,,3,,20220118,,20220513,,19,,17,,11,,0,,,,5
624,,052-006,,1,,20210402,,20210725,,17,,17,,11,,0,,239,,
624,,052-006,,2,,20210824,,20211216,,14,,12,,11,,0,,,,5
624,,052-006,,3,,20220117,,20220512,,14,,14,,10,,0,,,,4
624,,054-058,,1,,20210323,,20210715,,14,,14,,11,,0,,225,,
624,,054-058,,2,,20210823,,20211216,,14,,14,,11,,0,,,,4
624,,054-058,,3,,20220117,,20220512,,17,,17,,11,,0,,,,4
624,,054-015,,1,,20210402,,20210725,,12,,11,,11,,0,,233,,
624,,054-015,,2,,20210823,,20211216,,17,,11,,10,,0,,,,4
624,,054-015,,3,,20220123,,20220518,,12,,9,,9,,0,,,,10
624,,058-041,,1,,20210416,,20210809,,11,,11,,10,,0,,233,,
624,,058-041,,2,,20210913,,20220105,,15,,15,,12,,0,,,,4
624,,058-071,,1,,20210419,,20210812,,14,,13,,11,,0,,233,,
624,,058-071,,2,,20211006,,20220127,,18,,18,,10,,0,,,,27
624,,060-040,,1,,20210422,,20210813,,4,,4,,11,,0,,231,,
624,,060-040,,2,,20210913,,20220105,,8,,8,,13,,0,,,,4
624,,060-080,,1,,20210422,,20210814,,12,,12,,10,,0,,231,,
624,,060-080,,2,,20210913,,20220105,,15,,15,,14,,0,,,,4
624,,061-001,,1,,20210512,,20210903,,16,,12,,12,,0,,251,,
624,,058-045,,1,,20210517,,20210908,,13,,13,,14,,0,,264,,
624,,058-045,,2,,20211005,,20220127,,13,,12,,11,,0,,,,5
624,,058-078,,1,,20210510,,20210901,,12,,12,,12,,0,,252,,
624,,058-078,,2,,20211028,,20220219,,14,,14,,12,,0,,,,28
624,,060-074,,1,,20210623,,20211015,,11,,10,,10,,0,,,,
624,,060-074,,2,,20211230,,20220423,,19,,16,,14,,0,,,,
624,,060-084,,1,,20210510,,20210901,,15,,3,,9,,0,,249,,
624,,060-084,,2,,20211004,,20220127,,5,,5,,11,,0,,,,4
624,,061-051,,1,,20210419,,20210812,,17,,16,,11,,0,,224,,
624,,061-051,,2,,20210913,,20220105,,14,,14,,12,,0,,,,4
624,,066-080,,1,,20210606,,20210928,,15,,15,,12,,0,,249,,
624,,066-080,,2,,20211026,,20220217,,19,,19,,10,,0,,,,5
624,,070-071,,1,,20210605,,20210923,,16,,16,,13,,0,,240,,
624,,070-071,,2,,20211026,,20220217,,16,,15,,12,,0,,,,5
624,,068-066,,1,,20210602,,20210925,,19,,15,,14,,0,,238,,
624,,068-066,,2,,20211025,,20220216,,17,,17,,12,,0,,,,4
624,,071-010,,1,,20210805,,20211127,,14,,14,,10,,0,,,,
624,,071-010,,2,,20211227,,20220421,,15,,14,,12,,0,,,,4
624,,071-056,,1,,20210606,,20210928,,16,,16,,12,,0,,235,,
624,,071-056,,2,,20211025,,20220216,,15,,15,,11,,0,,,,4
624,,067-026,,1,,20210703,,20211023,,8,,8,,8,,0,,275,,
624,,067-026,,2,,20211206,,20220331,,6,,6,,13,,0,,,,4
624,,071-018,,1,,20210705,,20211029,,8,,8,,8,,0,,270,,
624,,071-018,,2,,20211207,,20220401,,18,,15,,12,,0,,,,5
624,,070-081,,1,,20210717,,20211109,,11,,11,,12,,0,,,,
624,,070-081,,2,,20211206,,20220331,,13,,12,,13,,0,,,,4
624,,071-036,,1,,20210612,,20211004,,14,,14,,12,,0,,241,,
624,,071-036,,2,,20211209,,20220403,,23,,18,,14,,0,,,,
624,,072-018,,1,,20210605,,20210927,,16,,15,,12,,0,,233,,
624,,072-018,,2,,20211025,,20220216,,14,,13,,10,,0,,,,4
624,,001-022,,1,,20210826,,20211216,,15,,13,,9,,0,,,,
624,,001-022,,2,,20220117,,20220512,,13,,13,,11,,0,,,,4
624,,087-026,,1,,20210914,,20220106,,16,,12,,12,,0,,274,,
624,,087-028,,1,,20210914,,20220106,,18,,13,,12,,0,,268,,
624,,088-024,,1,,20210716,,20211108,,8,,8,,10,,0,,206,,
624,,088-024,,2,,20211207,,20220401,,13,,13,,13,,0,,,,5
624,,088-073,,1,,20210716,,20211109,,12,,12,,11,,0,,201,,
624,,088-073,,2,,20211206,,20220401,,13,,13,,13,,0,,,,4
624,,001-050,,1,,20210805,,20211127,,15,,15,,8,,0,,219,,
624,,001-050,,2,,20211228,,20220421,,20,,14,,13,,0,,,,5
624,,087-004,,1,,20210915,,20220107,,12,,11,,12,,0,,270,,
624,,088-023,,1,,20210822,,20211216,,10,,10,,12,,0,,243,,
624,,088-023,,2,,20220118,,20220513,,18,,15,,11,,0,,,,5
624,,088-072,,1,,20210822,,20211216,,10,,9,,9,,0,,238,,
624,,088-072,,2,,20220117,,20220512,,12,,11,,11,,0,,,,4
624,,088-086,,1,,20210806,,20211128,,4,,4,,12,,0,,221,,
624,,088-086,,2,,20211227,,20220421,,15,,14,,12,,0,,,,4
624,,007-050,,1,,20211001,,20220125,,13,,13,,11,,0,,249,,
624,,010-027,,1,,20211002,,20220125,,13,,13,,11,,0,,243,,
624,,010-046,,1,,20211006,,20220127,,13,,13,,11,,0,,247,,
624,,010-076,,1,,20211002,,20220126,,11,,11,,11,,0,,243,,
624,,011-021,,1,,20211001,,20220125,,14,,14,,12,,0,,241,,
624,,007-082,,1,,20211031,,20220222,,14,,10,,11,,0,,278,,
624,,008-088,,1,,20210910,,20220102,,16,,13,,11,,0,,221,,
624,,010-048,,1,,20211004,,20220126,,13,,13,,11,,0,,,,
624,,011-015,,1,,20211005,,20220127,,14,,13,,10,,0,,245,,
624,,011-025,,1,,20211026,,20220217,,14,,13,,12,,0,,,,
624,,040-041,,1,,20211225,,20220422,,17,,15,,14,,0,,219,,
624,,040-051,,1,,20220119,,20220514,,11,,11,,10,,0,,243,,
624,,040-084,,1,,20220119,,20220514,,11,,10,,10,,0,,243,,
624,,041-025,,1,,20220119,,20220514,,11,,11,,12,,0,,242,,
624,,041-031,,1,,20211228,,20220418,,10,,10,,10,,0,,220,,
624,,034-087,,1,,20211203,,20220328,,12,,12,,12,,0,,212,,
624,,035-006,,1,,20211218,,20220412,,10,,9,,9,,0,,227,,
624,,036-020,,1,,20211225,,20220421,,17,,16,,12,,0,,233,,
